stop_lat,stop_lon,stop_id
34.031503,-84.339631,2901
34.030893,-84.338273,2902
34.030606,-84.338436,2903
34.028137,-84.335359,2904
34.028164,-84.33501,2905
34.025972,-84.332631,2906
34.025936,-84.332173,2907
34.023851,-84.329599,2908
34.023663,-84.329729,2909
34.03456,-84.346412,2910
34.03909,-84.34285,2911
34.041012,-84.341972,2912
34.042066,-84.341461,2913
34.046247,-84.339955,2914
34.043225,-84.341303,2915
34.032394,-84.351059,2916
34.038247,-84.343293,2917
34.047978,-84.288581,2918
34.022482,-84.326959,2919
34.049061,-84.28672,2920
34.050373,-84.286285,2921
34.033917,-84.34207,2922
34.044437,-84.34047,2923
34.039993,-84.321853,2924
34.042906,-84.332376,2925
34.040405,-84.315684,2926
34.03815,-84.313769,2930
34.038643,-84.313173,2931
34.041281,-84.342017,2932
34.042865,-84.336136,2933
34.042478,-84.327029,2934
34.040223,-84.321399,2935
34.042633,-84.327472,2936
34.039212,-84.305718,2938
34.039656,-84.305796,2939
34.042031,-84.303728,2940
34.04309,-84.302143,2941
34.045281,-84.293695,2942
34.045385,-84.29407,2943
34.044106,-84.299527,2944
34.043757,-84.299767,2945
34.0383,-84.30651,2946
34.042954,-84.301809,2947
34.042047,-84.303222,2948
33.990749,-84.351896,2957
33.992786,-84.351707,2958
33.994862,-84.351372,2959
34.001514,-84.35046,2960
34.002901,-84.350504,2961
33.999743,-84.350622,2962
33.998459,-84.350533,2963
34.000168,-84.350372,2964
34.001392,-84.350327,2965
34.002964,-84.350417,2966
34.005827,-84.35068,2967
34.007536,-84.353101,2968
34.00877,-84.35729,2969
34.008653,-84.359842,2970
34.012419,-84.362778,2971
34.014088,-84.362854,2972
34.016396,-84.362694,2973
34.008698,-84.357443,2974
34.007196,-84.352782,2975
34.008608,-84.360006,2976
34.006006,-84.350938,2977
34.009771,-84.361282,2978
34.01181,-84.3628,2979
33.990562,-84.343491,2980
33.995324,-84.349044,2981
33.993336,-84.347317,2982
33.992441,-84.351526,2983
34.015363,-84.362834,2984
33.995815,-84.34964,2985
33.989414,-84.341888,2989
33.990268,-84.343129,2990
33.985837,-84.341582,2991
33.991574,-84.345026,2992
33.991476,-84.34507,2993
33.993077,-84.347099,2994
33.960004,-84.302486,2998
33.959381,-84.365227,2999
33.963367,-84.364922,3000
33.966234,-84.362786,3001
33.973406,-84.357112,3002
33.974342,-84.355011,3003
33.974982,-84.353657,3004
33.977017,-84.351561,3005
33.978828,-84.350815,3006
33.981735,-84.350197,3007
33.984839,-84.350394,3008
33.988584,-84.351328,3009
33.959077,-84.365335,3010
33.965767,-84.363429,3011
33.968905,-84.361109,3012
33.970417,-84.359618,3013
33.971504,-84.358749,3014
33.973217,-84.357605,3015
33.974358,-84.355637,3016
33.975328,-84.353281,3017
33.976992,-84.351929,3018
33.97891,-84.351072,3019
33.984341,-84.350603,3020
33.985727,-84.350793,3021
33.987788,-84.351409,3022
33.968332,-84.361253,3023
33.969747,-84.360081,3024
33.960849,-84.365506,3025
33.981056,-84.350434,3026
33.984747,-84.341274,3027
33.986179,-84.341481,3028
33.982745,-84.342808,3029
33.97147,-84.358452,3030
33.939001,-84.376462,3031
33.942314,-84.372871,3032
33.962807,-84.365623,3033
33.945827,-84.370956,3034
33.948154,-84.370522,3035
33.949751,-84.369406,3036
33.950971,-84.368442,3037
33.950723,-84.36817,3038
33.955399,-84.364582,3039
33.956008,-84.364386,3040
33.956905,-84.364632,3041
33.944667,-84.371747,3042
33.943185,-84.372831,3043
33.946217,-84.371246,3044
33.933925,-84.38,3045
33.936055,-84.379108,3046
33.953271,-84.366776,3047
33.95277,-84.366646,3048
33.948387,-84.371056,3049
33.949427,-84.370188,3050
33.938651,-84.377007,3051
33.936011,-84.378901,3052
33.945416,-84.357235,3054
33.933964,-84.33758,3055
33.939811,-84.338063,3056
33.936201,-84.337755,3057
33.938949,-84.338213,3058
33.941293,-84.338235,3059
33.94609,-84.334411,3060
33.947692,-84.335512,3061
33.949327,-84.336322,3062
33.941633,-84.338323,3063
33.936667,-84.338028,3064
33.933678,-84.337809,3065
33.931611,-84.33758,3066
33.94277,-84.337898,3067
33.947607,-84.331618,3068
33.949367,-84.33265,3069
33.9308,-84.294692,3070
33.955505,-84.305317,3071
33.930972,-84.294791,3072
33.93894,-84.297082,3073
33.938991,-84.297033,3074
33.944782,-84.301552,3075
33.942707,-84.299725,3076
33.946366,-84.302981,3077
33.944939,-84.302193,3078
33.946676,-84.303415,3079
33.952557,-84.305428,3080
33.952854,-84.305862,3081
33.956406,-84.30397,3082
33.958035,-84.302509,3083
33.957981,-84.30187,3084
33.949333,-84.30481,3085
33.936992,-84.286464,3086
33.937242,-84.285592,3087
33.939174,-84.282987,3088
33.939846,-84.278465,3089
33.940362,-84.275369,3090
33.940611,-84.273157,3091
33.941174,-84.270802,3092
33.939106,-84.269213,3093
33.935409,-84.26684,3094
33.933932,-84.266111,3095
33.931727,-84.309544,3096
33.93493,-84.306253,3097
33.934769,-84.306602,3098
33.936012,-84.298553,3099
33.937093,-84.294462,3100
33.943484,-84.299985,3101
33.954907,-84.3054,3102
33.959321,-84.300203,3103
33.949399,-84.305084,3104
33.936681,-84.294026,3105
33.933403,-84.295131,3106
33.929211,-84.29563,3107
33.926697,-84.295604,3108
33.935796,-84.298756,3109
33.934277,-84.307964,3110
33.930071,-84.311822,3111
33.93584,-84.295901,3112
33.919041,-84.371799,3116
33.919091,-84.371623,3117
33.92218,-84.367583,3118
33.922431,-84.367997,3119
33.901628,-84.37916,3120
33.902783,-84.378606,3121
33.905641,-84.378732,3122
33.907231,-84.378718,3123
33.909002,-84.378784,3124
33.91372,-84.37955,3125
33.918641,-84.379085,3126
33.922703,-84.379218,3127
33.927011,-84.379415,3128
33.91918,-84.378784,3129
33.925191,-84.379111,3130
33.929142,-84.379456,3131
33.90342,-84.37841,3132
33.907636,-84.378673,3133
33.909522,-84.378654,3134
33.914017,-84.379242,3135
33.915285,-84.379235,3136
33.917522,-84.379041,3137
33.918831,-84.378862,3138
33.920053,-84.378914,3139
33.922714,-84.379102,3140
33.924043,-84.379014,3141
33.925374,-84.379009,3142
33.92717,-84.37906,3143
33.929308,-84.37919,3144
33.934417,-84.379717,3145
33.916242,-84.379236,3146
33.924335,-84.377457,3147
33.923038,-84.370644,3148
33.923119,-84.370666,3149
33.920108,-84.379042,3150
33.905999,-84.378569,3151
33.924333,-84.376452,3152
33.924741,-84.378245,3153
33.92371,-84.37488,3154
33.923672,-84.374948,3155
33.919219,-84.376439,3156
33.919036,-84.376903,3157
33.918924,-84.363267,3161
33.918972,-84.352732,3162
33.9189,-84.354671,3163
33.918695,-84.349954,3164
33.922214,-84.338831,3165
33.920977,-84.338791,3166
33.923825,-84.33747,3167
33.926156,-84.336697,3168
33.926453,-84.336617,3169
33.918901,-84.349888,3170
33.890869,-84.290004,3171
33.919113,-84.360336,3172
33.923574,-84.337818,3173
33.922102,-84.330101,3174
33.932067,-84.337395,3175
33.919057,-84.363941,3176
33.920969,-84.344734,3177
33.918943,-84.360434,3178
33.923575,-84.334572,3179
33.92149,-84.332011,3180
33.925696,-84.330595,3181
33.92438,-84.329822,3182
33.925624,-84.33065,3183
33.923888,-84.334463,3184
33.92567,-84.332639,3185
33.92157,-84.331761,3186
33.904514,-84.295143,3187
33.907868,-84.296267,3188
33.92605,-84.31076,3189
33.910282,-84.297392,3190
33.912616,-84.298571,3191
33.924076,-84.31471,3192
33.898655,-84.294073,3193
33.901482,-84.294785,3194
33.924049,-84.313904,3195
33.904251,-84.295563,3196
33.90962,-84.297065,3197
33.911419,-84.298307,3198
33.912651,-84.299004,3199
33.917071,-84.299039,3200
33.917182,-84.298577,3201
33.918587,-84.29715,3202
33.91888,-84.297325,3203
33.922049,-84.296748,3204
33.923561,-84.295906,3205
33.926263,-84.295208,3206
33.92805,-84.314902,3207
33.927816,-84.314867,3208
33.917577,-84.303806,3209
33.919663,-84.305015,3210
33.919689,-84.304938,3211
33.921166,-84.305428,3212
33.921247,-84.305581,3213
33.92347,-84.306676,3214
33.924919,-84.308077,3215
33.925534,-84.308914,3216
33.925749,-84.308946,3217
33.926071,-84.310962,3218
33.929696,-84.313337,3219
33.930089,-84.311495,3220
33.923257,-84.306941,3221
33.90627,-84.29578,3222
33.913683,-84.298992,3223
33.922156,-84.296276,3224
33.924215,-84.296204,3225
33.913719,-84.299101,3226
33.905861,-84.295945,3227
33.895703,-84.295509,3228
33.934118,-84.30777,3229
33.924188,-84.307903,3230
33.916567,-84.299462,3231
33.900683,-84.278716,3232
33.91891,-84.27988,3233
33.92241,-84.28113,3234
33.924765,-84.278342,3235
33.9254,-84.276806,3236
33.929394,-84.265047,3237
33.906469,-84.269846,3238
33.92805,-84.26731,3239
33.900754,-84.276603,3240
33.92633,-84.26926,3241
33.905083,-84.271285,3242
33.924913,-84.270116,3243
33.91108,-84.26247,3244
33.9208,-84.27014,3245
33.91902,-84.26971,3246
33.91494,-84.27038,3247
33.906925,-84.269007,3248
33.9176,-84.27571,3249
33.908902,-84.26686,3250
33.90139,-84.294334,3251
33.905637,-84.294518,3252
33.909609,-84.290279,3253
33.924126,-84.281784,3254
33.926346,-84.2827,3255
33.927448,-84.283165,3256
33.929018,-84.283711,3257
33.932553,-84.285213,3258
33.924345,-84.280652,3259
33.925901,-84.277437,3260
33.926911,-84.275018,3261
33.929995,-84.267836,3262
33.909672,-84.290682,3263
33.905709,-84.29454,3264
33.905443,-84.275968,3265
33.907625,-84.273135,3266
33.910943,-84.267686,3267
33.911097,-84.267569,3268
33.911854,-84.265572,3269
33.911012,-84.262719,3270
33.906649,-84.254662,3271
33.904984,-84.254533,3272
33.902764,-84.253336,3273
33.90099,-84.250789,3274
33.903369,-84.247966,3275
33.90454,-84.246512,3276
33.902848,-84.244862,3277
33.911662,-84.265991,3278
33.910366,-84.259682,3279
33.906577,-84.254553,3280
33.903964,-84.254043,3281
33.902237,-84.252762,3282
33.901089,-84.251091,3283
33.903477,-84.247966,3284
33.904295,-84.247112,3285
33.907452,-84.27363,3286
33.905622,-84.275936,3287
33.902794,-84.244657,3288
33.92793,-84.272718,3289
33.928896,-84.27044,3290
33.91024,-84.259386,3291
33.902424,-84.280467,3293
33.872971,-84.38097,3295
33.875271,-84.380612,3296
33.877285,-84.379764,3297
33.879245,-84.379733,3298
33.88297,-84.37994,3299
33.872251,-84.381159,3300
33.876251,-84.380348,3301
33.879306,-84.379915,3302
33.895022,-84.381388,3303
33.897528,-84.381554,3304
33.900075,-84.380517,3305
33.883138,-84.380128,3306
33.884418,-84.380749,3307
33.887263,-84.381677,3308
33.889915,-84.381535,3309
33.8924,-84.38119,3310
33.884946,-84.380978,3311
33.887039,-84.381622,3312
33.890188,-84.381275,3313
33.892866,-84.381125,3314
33.89771,-84.38142,3315
33.90044,-84.38,3316
33.871537,-84.332355,3317
33.873621,-84.33044,3318
33.873942,-84.330221,3319
33.871633,-84.332475,3320
33.889521,-84.302006,3321
33.875326,-84.327858,3322
33.876324,-84.326092,3323
33.8932,-84.307417,3324
33.89416,-84.306124,3325
33.895455,-84.304727,3326
33.89745,-84.302744,3327
33.898435,-84.301873,3328
33.89754,-84.302788,3329
33.894971,-84.305485,3330
33.89325,-84.307861,3331
33.888655,-84.313375,3332
33.881281,-84.320237,3333
33.87669,-84.325659,3334
33.875374,-84.32788,3335
33.885731,-84.294586,3336
33.885752,-84.297869,3337
33.885761,-84.300507,3338
33.885777,-84.30336,3339
33.885818,-84.305,3340
33.885591,-84.297771,3341
33.885983,-84.307833,3342
33.885736,-84.308323,3343
33.889604,-84.301543,3344
33.891373,-84.299555,3345
33.891784,-84.296974,3346
33.887608,-84.314214,3347
33.890095,-84.311437,3348
33.872205,-84.30936,3349
33.876358,-84.309403,3350
33.880609,-84.309424,3351
33.882005,-84.309424,3352
33.882732,-84.309395,3353
33.885218,-84.310055,3354
33.883052,-84.309635,3355
33.882131,-84.30957,3356
33.880188,-84.309579,3357
33.876833,-84.309543,3358
33.87557,-84.309565,3359
33.883044,-84.317416,3360
33.886444,-84.315009,3361
33.880898,-84.320503,3362
33.885636,-84.295647,3363
33.891821,-84.301478,3364
33.88466,-84.30993,3365
33.891847,-84.296832,3366
33.885612,-84.315807,3367
33.886981,-84.314791,3368
33.887675,-84.305039,3369
33.888495,-84.305504,3370
33.89993,-84.282489,3372
33.874538,-84.294174,3373
33.876497,-84.293397,3374
33.885544,-84.288221,3375
33.877098,-84.29287,3376
33.879169,-84.291641,3377
33.88166,-84.290329,3378
33.887817,-84.287,3379
33.889614,-84.285942,3380
33.891457,-84.284859,3381
33.891941,-84.284968,3383
33.894445,-84.283253,3384
33.89616,-84.281937,3385
33.89417,-84.28361,3386
33.896576,-84.281877,3387
33.897614,-84.28022,3388
33.898383,-84.279763,3389
33.905387,-84.271187,3390
33.901407,-84.275993,3391
33.892035,-84.300876,3392
33.894044,-84.298702,3393
33.896768,-84.293857,3394
33.898819,-84.2938,3395
33.89387,-84.299407,3396
33.896404,-84.294098,3397
33.894593,-84.297396,3398
33.873919,-84.290012,3399
33.878742,-84.287179,3400
33.880004,-84.286895,3401
33.883345,-84.284812,3402
33.886088,-84.284942,3403
33.889087,-84.286194,3404
33.890538,-84.289155,3405
33.89172,-84.292226,3406
33.891864,-84.294578,3407
33.880539,-84.263179,3408
33.880196,-84.274536,3409
33.882355,-84.278966,3410
33.883282,-84.281937,3411
33.885647,-84.284843,3412
33.88575,-84.28986,3413
33.885757,-84.29155,3414
33.880747,-84.262274,3415
33.879703,-84.27409,3416
33.880608,-84.275156,3417
33.882409,-84.279576,3418
33.885606,-84.28515,3419
33.885635,-84.294406,3420
33.891748,-84.29424,3421
33.891622,-84.292226,3422
33.889356,-84.286934,3423
33.886187,-84.285106,3424
33.883744,-84.284933,3425
33.881498,-84.286012,3426
33.878966,-84.287244,3427
33.876568,-84.288465,3428
33.874017,-84.290077,3429
33.882027,-84.290346,3430
33.878368,-84.292373,3431
33.874607,-84.275673,3432
33.875918,-84.274582,3433
33.898215,-84.283455,3434
33.900317,-84.281537,3435
33.889329,-84.286357,3436
33.877807,-84.270681,3437
33.880113,-84.265477,3438
33.877745,-84.271047,3439
33.885625,-84.291324,3440
33.879869,-84.265684,3441
33.883284,-84.258842,3442
33.889919,-84.28579,3443
33.892604,-84.28641,3444
33.895341,-84.295714,3445
33.876157,-84.288632,3446
33.881422,-84.285877,3447
33.880111,-84.286928,3448
33.884882,-84.28882,3449
33.885861,-84.287856,3450
33.877491,-84.270063,3451
33.881799,-84.277388,3452
33.881772,-84.277573,3453
33.879027,-84.248317,3454
33.881978,-84.24545,3455
33.877597,-84.251214,3456
33.885533,-84.247842,3457
33.885417,-84.247712,3458
33.885213,-84.256218,3459
33.883043,-84.244915,3460
33.882122,-84.245524,3461
33.879612,-84.24762,3462
33.879078,-84.248886,3463
33.877917,-84.25099,3464
33.871742,-84.251259,3465
33.899555,-84.24382,3466
33.897444,-84.242843,3467
33.895626,-84.241478,3468
33.895237,-84.239599,3469
33.894887,-84.237508,3470
33.894638,-84.23687,3471
33.893723,-84.235435,3472
33.882736,-84.219653,3473
33.880946,-84.219111,3474
33.878386,-84.218395,3475
33.875378,-84.218084,3476
33.878529,-84.218297,3477
33.875298,-84.218008,3478
33.873223,-84.217574,3479
33.899944,-84.243332,3480
33.896922,-84.24244,3481
33.895815,-84.241003,3482
33.894931,-84.237323,3483
33.893711,-84.234634,3484
33.892474,-84.231194,3485
33.892232,-84.230204,3486
33.891837,-84.228843,3487
33.890503,-84.227701,3488
33.890476,-84.227592,3489
33.888801,-84.22681,3490
33.8889,-84.226756,3491
33.887216,-84.225364,3492
33.887171,-84.225222,3493
33.884949,-84.222252,3494
33.884691,-84.221218,3495
33.884104,-84.22069,3496
33.882515,-84.219854,3497
33.892537,-84.231129,3498
33.875217,-84.252687,3499
33.882908,-84.261132,3500
33.883383,-84.259645,3501
33.878314,-84.268548,3502
33.884537,-84.256515,3503
33.88443,-84.257427,3504
33.883242,-84.281971,3505
33.878604,-84.268809,3506
33.879523,-84.267008,3507
33.86585,-84.250879,3508
33.885517,-84.250684,3509
33.875555,-84.253142,3510
33.88539,-84.255195,3511
33.884094,-84.245931,3512
33.892914,-84.232686,3513
33.89296,-84.233352,3514
33.874192,-84.217959,3515
33.874098,-84.217813,3516
33.85698,-84.207218,3519
33.856991,-84.207179,3520
33.858994,-84.203354,3521
33.85774,-84.205246,3522
33.86054,-84.200588,3523
33.8602,-84.200077,3524
33.859344,-84.199013,3525
33.85928,-84.196999,3526
33.859303,-84.194489,3527
33.857063,-84.198334,3528
33.857342,-84.195564,3529
33.857415,-84.193777,3530
33.858906,-84.188477,3531
33.859287,-84.191254,3532
33.844955,-84.200801,3533
33.847103,-84.200805,3534
33.849136,-84.201484,3535
33.849132,-84.203186,3536
33.850191,-84.206461,3537
33.847548,-84.429273,3538
33.841736,-84.427569,3539
33.850193,-84.430477,3540
33.850212,-84.430214,3541
33.847368,-84.429376,3542
34.070858,-84.292085,3543
33.855554,-84.382579,3544
33.931574,-84.309588,3545
33.858301,-84.381075,3546
33.857882,-84.381481,3547
33.853317,-84.381663,3548
33.846358,-84.372646,3549
33.849936,-84.37747,3550
33.85092,-84.378984,3551
33.852924,-84.381053,3552
33.849614,-84.377089,3553
33.848452,-84.374182,3554
33.84651,-84.372831,3555
33.844399,-84.371807,3556
33.860558,-84.380416,3557
33.862831,-84.380189,3558
33.865024,-84.380746,3559
33.867548,-84.381031,3560
33.870188,-84.380989,3561
33.851152,-84.379376,3562
33.870358,-84.381109,3563
33.860334,-84.380558,3564
33.861167,-84.38045,3565
33.862509,-84.380276,3566
33.864746,-84.380757,3567
33.86753,-84.381151,3568
33.850174,-84.362045,3569
33.850395,-84.362343,3570
33.849046,-84.363944,3571
33.849373,-84.363655,3572
33.848801,-84.366417,3573
33.848236,-84.36631,3574
33.847874,-84.367296,3575
33.847366,-84.367542,3576
33.845641,-84.368791,3577
33.843456,-84.371445,3578
33.851634,-84.360883,3579
33.853944,-84.357705,3580
33.854168,-84.355561,3581
33.854786,-84.353721,3582
33.85553,-84.351566,3583
33.857078,-84.349041,3584
33.857741,-84.347235,3585
33.857813,-84.347169,3586
33.857374,-84.348704,3587
33.855413,-84.352176,3588
33.854688,-84.354211,3589
33.854138,-84.356283,3590
33.853326,-84.3601,3591
33.843217,-84.372473,3592
33.84358,-84.358093,3593
33.844667,-84.371829,3594
33.854163,-84.357725,3595
33.845245,-84.358006,3596
33.84958,-84.33204,3598
33.836602,-84.342788,3599
33.843467,-84.340091,3600
33.843199,-84.340755,3601
33.845069,-84.339264,3602
33.846833,-84.339134,3603
33.841534,-84.342148,3604
33.840531,-84.342496,3605
33.841874,-84.342082,3606
33.839833,-84.342876,3607
33.856695,-84.339952,3608
33.856758,-84.340072,3609
33.854708,-84.339407,3610
33.854861,-84.339331,3611
33.852471,-84.339135,3612
33.850833,-84.338938,3613
33.853179,-84.339135,3614
33.846909,-84.33931,3615
33.851057,-84.334225,3616
33.85084,-84.33377,3617
33.865216,-84.337101,3618
33.844122,-84.327324,3619
33.844292,-84.327248,3620
33.844157,-84.326345,3621
33.845733,-84.325659,3622
33.847335,-84.323722,3623
33.847944,-84.323402,3624
33.849384,-84.321479,3625
33.849465,-84.321512,3626
33.850315,-84.320445,3627
33.850404,-84.320467,3628
33.851078,-84.319489,3629
33.851317,-84.319444,3630
33.85228,-84.317955,3631
33.852543,-84.318105,3632
33.854414,-84.315993,3633
33.853943,-84.316017,3634
33.855003,-84.314774,3635
33.855255,-84.315057,3636
33.856338,-84.313848,3637
33.85588,-84.31379,3638
33.857589,-84.312285,3639
33.858235,-84.311823,3640
33.859496,-84.310157,3641
33.861832,-84.30757,3642
33.860499,-84.309286,3643
33.842818,-84.314469,3644
33.845695,-84.315402,3645
33.85027,-84.315518,3646
33.852493,-84.314717,3647
33.854658,-84.313218,3648
33.855829,-84.312506,3649
33.858531,-84.311933,3650
33.857527,-84.345308,3651
33.857509,-84.343414,3652
33.858074,-84.341852,3653
33.859174,-84.340388,3654
33.86506,-84.33705,3655
33.86945,-84.334007,3656
33.868447,-84.334892,3657
33.857619,-84.343975,3658
33.85582,-84.214747,3659
33.848104,-84.315439,3660
33.850395,-84.315395,3661
33.852337,-84.314611,3662
33.854682,-84.313065,3663
33.855935,-84.312303,3664
33.857852,-84.311785,3665
33.844801,-84.339166,3666
33.84538,-84.32756,3667
33.84701,-84.3283,3668
33.84797,-84.32928,3669
33.848972,-84.330568,3670
33.852471,-84.335989,3671
33.851746,-84.335227,3672
33.84942,-84.332016,3673
33.848892,-84.330546,3674
33.847943,-84.329403,3675
33.847111,-84.328511,3676
33.845196,-84.327607,3677
33.845554,-84.325681,3678
33.850788,-84.338841,3679
33.853169,-84.338776,3680
33.847153,-84.315577,3681
33.86025,-84.339147,3682
33.864822,-84.303986,3683
33.865654,-84.303093,3684
33.858389,-84.283727,3685
33.858228,-84.283727,3686
33.855739,-84.281812,3687
33.861048,-84.286175,3688
33.862856,-84.287295,3689
33.865837,-84.289645,3690
33.869919,-84.290264,3691
33.871458,-84.29047,3692
33.86965,-84.290319,3693
33.866911,-84.289786,3694
33.8659,-84.289863,3695
33.862686,-84.287306,3696
33.86891,-84.299769,3697
33.865248,-84.304073,3698
33.862521,-84.306967,3699
33.847752,-84.304855,3700
33.846251,-84.30585,3701
33.845127,-84.306496,3702
33.8664,-84.285998,3703
33.86861,-84.283438,3704
33.870319,-84.280792,3705
33.859944,-84.310691,3706
33.86155,-84.30968,3707
33.86312,-84.30938,3708
33.8652,-84.30931,3709
33.867558,-84.309372,3710
33.868889,-84.309349,3711
33.869118,-84.30954,3712
33.86802,-84.309562,3713
33.865561,-84.309585,3714
33.863287,-84.309558,3715
