,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,new_route_id
0,18496,MARTA,1,Marietta Blvd/Joseph E Lowery Blvd,,3,https://itsmarta.com/1.aspx,FF00FF,0,1000
1,18496,MARTA,1,Marietta Blvd/Joseph E Lowery Blvd,,3,https://itsmarta.com/1.aspx,FF00FF,0,1001
2,18497,MARTA,2,Ponce de Leon Avenue / Druid Hills,,3,https://itsmarta.com/2.aspx,008000,0,1002
3,18497,MARTA,2,Ponce de Leon Avenue / Druid Hills,,3,https://itsmarta.com/2.aspx,008000,0,1003
4,18498,MARTA,3,Martin Luther King Jr Dr/Auburn Ave,,3,https://itsmarta.com/3.aspx,FF8000,0,1004
5,18498,MARTA,3,Martin Luther King Jr Dr/Auburn Ave,,3,https://itsmarta.com/3.aspx,FF8000,0,1005
6,18499,MARTA,4,Moreland Avenue,,3,https://itsmarta.com/4.aspx,FF00FF,0,1006
7,18499,MARTA,4,Moreland Avenue,,3,https://itsmarta.com/4.aspx,FF00FF,0,1007
8,18499,MARTA,4,Moreland Avenue,,3,https://itsmarta.com/4.aspx,FF00FF,0,1008
9,18499,MARTA,4,Moreland Avenue,,3,https://itsmarta.com/4.aspx,FF00FF,0,1009
10,18500,MARTA,5,Piedmont Road / Sandy Springs,,3,https://itsmarta.com/5.aspx,00FFFF,0,1010
11,18500,MARTA,5,Piedmont Road / Sandy Springs,,3,https://itsmarta.com/5.aspx,00FFFF,0,1011
12,18501,MARTA,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,0,1012
13,18501,MARTA,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,0,1013
14,18501,MARTA,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,0,1014
15,18501,MARTA,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,0,1015
16,18502,MARTA,8,North Druid Hills Road,,3,https://itsmarta.com/8.aspx,008000,0,1016
17,18502,MARTA,8,North Druid Hills Road,,3,https://itsmarta.com/8.aspx,008000,0,1017
