stop_name,stop_lat,stop_lon,stop_id
PANTHERSVILLE RD@GLEN HOLLOW DR,33.697262,-84.271384,2355
CLIFTON SPRINGS RD @ CLIFTON SPRINGS MNR,33.692138,-84.286796,2356
CLIFTON SPRINGS RD @ 2946,33.69047,-84.2765,2357
CLIFTON SPRINGS RD @ PINE HILL RD,33.694557,-84.295199,2358
CLIFTON SPRINGS RD @ WILDCAT RD,33.69134,-84.282273,2359
GSU/PERIMETER COLLEGE - DECATUR CAMPUS,33.689564,-84.272682,2360
PANTHERSVILLE RD@3303,33.687854,-84.272618,2361
PANTHERSVILLE RD@RIVER SUMMIT LN,33.675878,-84.277024,2362
PANTHERSVILLE RD@ROVENA CT,33.681472,-84.273459,2363
PANTHERSVILLE RD@RIVER TREE DR,33.678806,-84.276599,2364
PANTHERSVILLE RD@RIVER SUMMIT LN,33.676317,-84.277133,2365
PANTHERSVILLE RD @ ROVENA CT,33.681347,-84.273502,2366
PANTHERSVILLE RD@RIVER TREE DR,33.67927,-84.27625,2367
RIVER RD@OAKVALE RD,33.674092,-84.265666,2368
RIVER RD @ GRAY BIRCH DR,33.673957,-84.264037,2369
RIVER RD@OAKVALE RD,33.674011,-84.265981,2370
RIVER RD@CONLEY DOWNS LN,33.673804,-84.263776,2371
RIVER RD@RIVERSIDE PKWY,33.673768,-84.262386,2372
RIVER RD@RIVERSIDE PKWY,33.673839,-84.26231,2373
PANTHERSVILLE RD @ 3073,33.694069,-84.271553,2374
PANTHERSVILLE RD@3073,33.694227,-84.271929,2375
PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.692428,-84.272235,2376
PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.69054,-84.272432,2377
COLUMBIA DR@OLIVE TREE CT,33.692604,-84.255696,2378
COLUMBIA DR@NECTARINE CIR,33.692797,-84.257331,2379
RIVER RD@RIVER RIDGE CT,33.673611,-84.270618,2380
RIVER RD@RIVER RIDGE CT,33.673574,-84.270898,2381
COLUMBIA DR @ FLAT SHOALS PKWY,33.693091,-84.259881,2382
RIVER RD @ PANTHERSVILLE RD,33.673488,-84.276624,2383
RIVER RD @ CONLEY DOWNS DR,33.673332,-84.268631,2384
RIVER RD @ SEABASS RD,33.67423,-84.274158,2385
RIVER RD @ PANTHERSVILLE RD,33.673614,-84.277265,2386
PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.689782,-84.27243,2387
RIVER RD@CONLEY DOWNS DR,33.673395,-84.268707,2388
COLUMBIA DR@PEPPERTREE CIR,33.69302,-84.25497,2389
PANTHERSVILLE RD@CLIFTON SPRINGS R,33.685782,-84.272336,2390
PANTHERSVILLE RD@OAKVALE RD,33.685725,-84.272676,2391
RIVER RD@LANDGRAF COVE,33.674285,-84.258378,2392
RIVER RD@RIVERSIDE CSWY,33.674048,-84.256352,2393
RIVER RD @ WALDROP RD,33.674377,-84.258003,2394
RIVER RD@WELLHAUN RD,33.674201,-84.253263,2395
RIVER RD @ RIVERCHASE DR,33.672438,-84.24813,2396
RIVER RD@RIVERCHASE DR,33.672658,-84.248171,2397
COLUMBIA DR@PEPPERTREE CIR,33.693214,-84.257416,2398
COLUMBIA DR@SPRINGSIDE XING,33.693469,-84.253002,2399
COLUMBIA DR @ SPRINGSIDE RUN,33.696144,-84.25161,2400
RIVER RD@WELLHAUN RD,33.673975,-84.253499,2401
RIVER RD@ RIVERVIEW CHASE DR,33.668763,-84.247035,2402
COLUMBIA DR@SPRINGSIDE XING,33.693971,-84.252831,2403
COLUMBIA DR@SPRINGSIDE RUN,33.697166,-84.252032,2404
RIVER RD @ KRISTA LN,33.67436,-84.249636,2405
CLEVELAND AVE @ WINBURN TERR,33.680683,-84.428879,2406
PORSCHE AVE @ PERKINS ST,33.657038,-84.406562,2407
PORSCHE AVE @ PERKINS ST,33.657481,-84.407103,2408
CALHOUN AVE@1101,33.672203,-84.42394,2409
MARIA HEAD TER@CALHOUN AVE,33.669893,-84.423927,2410
CLEVELAND AVE @ WINBURN TER,33.680514,-84.429099,2411
CLEVELAND AVE @ BAYARD ST,33.679537,-84.431085,2412
SYLVAN RD @ CLEVELAND AVE,33.681651,-84.418652,2413
SYLVAN RD @ CEDAR AVE,33.677444,-84.418777,2414
SYLVAN RD @ BAKER DR,33.670184,-84.418942,2415
SYLVAN RD @ 3107,33.668179,-84.419119,2416
SYLVAN RD @ N CENTRAL AVE,33.665815,-84.418763,2417
SYLVAN RD @ N CENTRAL AVE,33.664517,-84.418382,2418
N CENTRAL AVE @ STILLWOOD DR,33.662783,-84.415708,2419
TOFFIE TER@VIRGINIA AVE,33.659083,-84.429624,2420
TOFFIE TER @ VIRGINIA AVE,33.65885,-84.42957,2421
N OUTER LOOP RD @ WOOLMAN PL,33.657652,-84.42757,2422
INNER LOOP RD@WOOLMAN PL,33.657438,-84.426419,2423
VIRGINIA AVE @ LANG AVE,33.658989,-84.42131,2424
VIRGINIA AVE@ELKINS ST,33.658822,-84.420112,2425
VIRGINIA AVE @ ELKINS ST,33.658947,-84.420052,2426
VIRGINIA AVE @ OAK RIDGE AVE,33.658779,-84.418201,2427
VIRGINIA AVE @ OAK RIDGE AVE,33.65892,-84.41819,2428
N CENTRAL AVE @ STILLWOOD DR,33.66271,-84.415435,2429
N CENTRAL AVE @ SYLVAN RD,33.664115,-84.418197,2430
SYLVAN RD @ 3107,33.66848,-84.41874,2431
SYLVAN RD @ BAKER DR,33.670112,-84.418855,2432
SYLVAN RD @ 3032,33.671369,-84.418841,2433
SYLVAN RD @ POPLAR ST,33.674332,-84.418755,2434
SYLVAN RD@GLENWAY DR,33.682296,-84.418415,2435
CLEVELAND AVE @ SPRINGDALE RD,33.681203,-84.416139,2436
SPRINGDALE RD SW @ GLENWAY DR,33.68285,-84.41502,2437
METROPOLITAN PKY SW@CONNELL AVE SW,33.683387,-84.407912,2438
METROPOLITAN PKY SW@CLEVELAND AVE S,33.681481,-84.407747,2439
METROPOLITAN PKY SW @ CLEVELAND AVE,33.679462,-84.408348,2440
METROPOLITAN PKY SW @ 2799,33.678105,-84.408656,2441
METROPOLITAN PKY SW @ STEVE DR SW,33.675774,-84.408905,2442
METROPOLITAN PKY SW @ GRAND AVE SW,33.67427,-84.408552,2443
DOGWOOD DR@COFIELD DR,33.672203,-84.408882,2444
DOGWOOD DR@GORDON CIR,33.670402,-84.408801,2445
DOGWOOD DR@OAK DR,33.668602,-84.408913,2446
DOGWOOD DR@COLEMAN ST,33.666759,-84.409042,2447
DOGWOOD DR@MARINA ST,33.662571,-84.409576,2448
DOGWOOD DR@KING ARNOLD ST,33.661314,-84.409903,2449
WILLINGHAM DR @ PENNSYLVANIA ST,33.66666,-84.432343,2450
WILLINGHAM DR @ BACHELOR AVE,33.666157,-84.430748,2451
WILLINGHAM DR @ BOBBY BROWN PKWY,33.665452,-84.428568,2452
WILLINGHAM DR @ 1053,33.664323,-84.424392,2453
WILLINGHAM DR @ COLVILLE AVE,33.662728,-84.417718,2454
S CENTRAL AVE @ FULTON AVE,33.658413,-84.408818,2455
SYLVAN RD @ CEDAR AVE,33.67722,-84.41872,2456
SYLVAN RD @ REED AVE,33.67955,-84.418602,2457
SYLVAN RD @ CLEVELAND AVE,33.680786,-84.418488,2458
S CENTRAL AVE @ FULTON AVE,33.658552,-84.408972,2459
WILLINGHAM DR @ COLVILLE AVE,33.663007,-84.418195,2460
WILLINGHAM DR @ 1053,33.66453,-84.424517,2461
WILLINGHAM DR @ NORMAN BERRY DR,33.665445,-84.428163,2462
WILLINGHAM DR @ BACHELOR AVE,33.666397,-84.43096,2463
WILLINGHAM DR @ PENNSYLVANIA ST,33.666768,-84.432158,2464
CLEVELAND AVE @ RANDALL ST,33.679523,-84.433418,2465
CLEVELAND AVE @ BAYARD ST,33.679518,-84.432041,2466
CLEVELAND AVE SW @ 757,33.681315,-84.413243,2467
CLEVELAND AVE SW @ 786,33.681225,-84.413862,2468
CLEVELAND AVE SW @ SPRINGDALE RD SW,33.681367,-84.416012,2469
CLEVELAND AVE SW @ METROPOLITAN PKWY,33.68118,-84.40826,2470
CLEVELAND AVE SW @ DEARWOOD DR SW,33.681232,-84.405075,2471
CLEVELAND AVE SW @ 3RD AVE SW,33.68118,-84.402881,2472
CLEVELAND AVE SW @ BEELER DR SW,33.681263,-84.401062,2473
CLEVELAND AVE SW @ THIRD AVE,33.68127,-84.40239,2474
CLEVELAND AVE SW @ DEARWOOD DR SW,33.681303,-84.405325,2475
CLEVELAND AVE SW @ METROPOLITAN PKWY SW,33.681346,-84.407551,2476
CLEVELAND AVE@650,33.68146,-84.41009,2477
DOGWOOD DR@NORTH AVE,33.665417,-84.408928,2478
METROPOLITAN PKY@OLD JONESBORO RD,33.677058,-84.408427,2479
DOGWOOD DR @ MORELAND WAY,33.670261,-84.408516,2480
DOGWOOD DR @ OAK DR,33.668171,-84.408508,2481
CLEVELAND AVE @ JEFFERSON TER,33.681403,-84.426841,2482
CLEVELAND AVE @ JEFFERSON TER,33.681483,-84.426765,2483
CLEVELAND AVE @ BLOUNT ST,33.681414,-84.423572,2484
CLEVELAND AVE @ BLOUNT ST,33.681477,-84.423431,2485
CLEVELAND AVE @ ELSINORE ST,33.681346,-84.42002,2486
VIRGINIA AVE@LANG AVE,33.658785,-84.4216,2487
SYLVAN RD @ FREDELL PL,33.679315,-84.418863,2488
CLEVELAND AVE @ SYLVAN RD,33.681418,-84.418815,2489
VIRGINIA AVE @ CLAY PL,33.658736,-84.416757,2490
ATLANTA AVE @ COLLEGE ST,33.657739,-84.41067,2491
ATLANTA AVE @ COLLEGE ST,33.657675,-84.410588,2492
ATLANTA AVE@DOUG DAVIS DR,33.656519,-84.411792,2493
DOUG DAVIS DR@VIRGINIA AVE,33.658505,-84.415987,2494
DOUG DAVIS DR @ CLAY PL,33.658298,-84.415899,2495
DOUG DAVIS DR @ ATLANTA AVE,33.656483,-84.412314,2496
SPRINGDALE RD@CLEVELAND AVE,33.68162,-84.414943,2497
SPRINGDALE RD SW @ CLEVELAND AVE,33.681511,-84.41532,2498
SYLVAN RD @ N CENTRAL AVE,33.665922,-84.41864,2499
EMPIRE BLVD SW @ BROWNS MILL RD SE,33.65673,-84.391184,2500
EMPIRE BLVD SW@3485,33.658871,-84.391609,2501
EMPIRE BLVD SW@EMPIRE WAY SW,33.661137,-84.391724,2502
EMPIRE BLVD SW @ WARD DR SW,33.666538,-84.392387,2503
EMPIRE BLVD SW@OAK DR SW,33.668922,-84.393247,2504
EMPIRE BLVD SW@GLENROSE CIR SW,33.671071,-84.393178,2505
EMPIRE BLVD SW @ MT ZION RD SW,33.672592,-84.393394,2506
HAPEVILLE RD SW@2909,33.674873,-84.393288,2507
HAPEVILLE RD SW@WATERS RD SW,33.676933,-84.39328,2508
HAPEVILLE RD SW@OLD HAPEVILLE RD SW,33.678596,-84.393196,2509
OLD HAPEVILLE RD @ CLEVELAND AVE,33.680983,-84.393609,2510
BROWNS MILL RD SE@CLEVELAND AVE SE,33.67926,-84.384506,2511
BROWNS MILL RD SE@MACEDONIA RD SE,33.665097,-84.380289,2512
RUBY H HARPER BLVD SE @ 3371,33.663391,-84.380592,2513
RUBY H HARPER BLVD SE @ SIMCA ST SE,33.66201,-84.38065,2514
RUBY H HARPER BLVD SE @ 3447,33.660272,-84.380481,2515
RUBY H HARPER BLVD SE @ BLAIR VILLA DR,33.658039,-84.380882,2516
JONESBORO RD SE @ 2980,33.673525,-84.371444,2517
CLEVELAND AVE SE @ 365,33.680621,-84.378063,2518
CLEVELAND AVE SE@FAIRLANE DR SE,33.68074,-84.380775,2519
CLEVELAND AVE SE @ ALTAVIEW DR SE,33.68079,-84.382179,2520
CLEVELAND AVE SE @ BROWNS MILL RD SE,33.681074,-84.384732,2521
PORSCHE AVE @ TRADEPORT BLVD,33.650564,-84.393507,2522
HUTCHENS RD SE@JONESBORO RD SE,33.671716,-84.371704,2523
HUTCHENS RD SE@565,33.67015,-84.370389,2524
HUTCHENS RD SE@KING SMITH RD SE,33.669489,-84.367749,2525
HUTCHENS RD SE@DONNEBROOK LN SE,33.668487,-84.366782,2526
JONESBORO RD SE@SPRINGSIDE DR SE,33.676739,-84.369991,2527
JONESBORO RD SE@SPRINGSIDE DR,33.675201,-84.370819,2528
JONESBORO RD SE@2961,33.673881,-84.371325,2529
CLEVELAND AVE SE @ BROWNS MILL RD SE,33.680994,-84.384482,2530
CLEVELAND AVE @ JONESBORO RD,33.680822,-84.368114,2531
CLEVELAND AVE SW @ MACON DR SW,33.68116,-84.388657,2532
CLEVELAND AVE SW @ STEELE AVE SW,33.681058,-84.396581,2533
CLEVELAND AVE SW @ OLD HAPEVILLE RD SW,33.68103,-84.39401,2534
CLEVELAND AVE SW @ MACON DR SW,33.681027,-84.389141,2535
ZIP INDUSTRIAL BLVD@SOUTHSIDE INDU,33.653275,-84.389267,2536
ZIP INDUSTRIAL BLVD SE@3720,33.654934,-84.389046,2537
ZIP INDUSTRIAL BLVD SE@3600,33.656818,-84.385529,2538
ZIP INDUSTRIAL BLVD SE@3550,33.658184,-84.383408,2539
ZIP INDUSTRIAL BLVD SE@BROWNS MILL,33.660477,-84.384552,2540
HAMILTON BLVD @ 3400,33.662805,-84.386287,2541
ZIP INDUSTRIAL BLVD@3675,33.656252,-84.386809,2542
OLD HAPEVILLE RD@CLEVELAND AVE,33.679839,-84.393117,2543
BROWNS MILL RD@OAK DR,33.667433,-84.380236,2544
CLEVELAND AVE SE @ 445,33.680699,-84.375078,2545
HUTCHENS RD@KATOMARICK DR,33.667995,-84.363991,2546
NORTH POINT PKY @ ROYAL BLVD S,34.054964,-84.271753,2547
NORTH POINT PKY @ 4000,34.065942,-84.262005,2548
NORTH POINT PKY@PRESTON RIDGE RD,34.071018,-84.256571,2549
NORTH POINT PKY @ 3980,34.069323,-84.260289,2550
NORTH POINT PKY@3180,34.074524,-84.258205,2551
NORTH POINT PKY @ PRESTON RIDGE RD,34.071684,-84.256765,2552
NORTH POINT PKY @ 3180,34.07454,-84.258895,2553
NORTH POINT PKY @ 4125,34.06661,-84.262158,2554
NORTH POINT PKY @ OLD MILTON PKY,34.068411,-84.260748,2555
CENTRE PKWY @ 1800,33.651716,-84.513334,2556
OLD FAIRBURN RD @ SOMERSET TRL,33.663447,-84.527261,2557
FAIRBURN RD @ LANDING SOUTH DR,33.664308,-84.520998,2558
FAIRBURN RD SW @ WELCOME ALL RD,33.664104,-84.523453,2559
FAIRBURN RD SW @ LANDINGS NORTH DR,33.664658,-84.520304,2560
FAIRBURN RD @ WELCOME ALL RD,33.663878,-84.522885,2561
FAIRBURN RD @ STEPHANIE DR,33.674027,-84.514236,2562
N CAMP CREEK PKY @ FAIRBURN RD,33.67524,-84.514442,2563
OLD FAIRBURN RD @ SOMERSET TRL,33.663644,-84.527284,2564
OLD FAIRBURN RD @ CAMP CREEK PKY,33.65951,-84.52981,2565
FAIRBURN RD SW @ REDWINE PKY SW,33.66787,-84.516088,2566
STONE RD @ PENNY LN,33.666025,-84.467467,2567
STONE RD @ 2414,33.666032,-84.4689,2568
STONE RD @ PEBBLE DR,33.666073,-84.470375,2569
STONE RD @ DODSON DR CONNECTOR,33.666069,-84.472496,2570
STONE RD@DODSON DR,33.666077,-84.474579,2571
MT OLIVE RD @ STONE RD,33.665657,-84.477913,2572
MT OLIVE RD@RUGBY AVE,33.664033,-84.477616,2573
MT OLIVE RD @ DRESDEN TRL,33.661453,-84.477788,2574
MT OLIVE RD@WASHINGTON RD,33.659805,-84.478027,2575
WASHINGTON RD @ LAKEMONT DR,33.651052,-84.489408,2576
WASHINGTON RD @ CANDLEWOOD DR,33.643853,-84.489167,2577
WASHINGTON RD @ CHESTNUT DR,33.641558,-84.490783,2578
WASHINGTON RD @ CARMEL DR,33.6402,-84.491155,2579
WASHINGTON RD @ CHESTNUT DR,33.641728,-84.490543,2580
WASHINGTON RD @ JANICE DR,33.644558,-84.489236,2581
DESERT DR @ 3112,33.651455,-84.491228,2582
WASHINGTON RD @ LAKEMONT DR,33.650967,-84.489267,2583
DESERT DR @ 3140,33.651918,-84.492662,2584
DESERT DR @ KENELWORTH DR,33.653528,-84.493523,2585
DESERT DR @ KENELWORTH DR,33.65375,-84.493647,2586
DESERT DR @ CAMP CREEK PKY,33.654958,-84.4931,2587
N DESERT DR @ CAMP CREEK PKY,33.65513,-84.492864,2588
DESERT DR @ 3148,33.652016,-84.493064,2589
DESERT DR @ 3112,33.651374,-84.491358,2590
WASHINGTON RD @ EAST POINT ST,33.675587,-84.442505,2591
WASHINGTON AVE @ EAST POINT ST,33.675522,-84.443717,2592
N COMMERCE DR @ MARKETPLACE BLVD,33.657621,-84.504173,2593
REDWINE RD @ N DESERT DR,33.66075,-84.49645,2594
MAIN ST @ JOHN WESLEY AVE,33.650979,-84.449623,2595
PRINCETON AVE @ COLLEGE ST,33.654656,-84.451779,2596
PRINCETON DR@PRINCETON AVE,33.65513,-84.45374,2597
PRINCETON DR@ATLANTA ST,33.656513,-84.456027,2598
ATLANTA ST@CANNON CT,33.657606,-84.455671,2599
ATLANTA ST @ VIRGINIA AVE,33.659853,-84.455544,2600
PRINCETON DR@COX CT,33.65562,-84.45451,2601
VIRGINIA AVE@CONLEY ST,33.659882,-84.454111,2602
MAIN ST @ W RUGBY AVE,33.662584,-84.446427,2603
MAIN ST @ MERCER AVE,33.664805,-84.445605,2604
MAIN ST @ VESTA AVE,33.667483,-84.444567,2605
VIRGINIA AVE@LEE ST,33.659218,-84.432808,2606
VIRGINIA AVE@LEE ST,33.659044,-84.433305,2607
VIRGINIA AVE@HARRISON RD,33.659096,-84.434663,2608
VIRGINIA AVE@HARRISON RD,33.659348,-84.435074,2609
VIRGINIA AVE @ MADISON ST,33.65934,-84.43914,2610
VIRGINIA AVE@MADISON ST,33.659235,-84.439212,2611
VIRGINIA AVE@MYRTLE ST,33.659332,-84.440605,2612
VIRGINIA AVE@MYRTLE ST,33.659215,-84.441004,2613
VIRGINIA AVE@ADAMS ST,33.659351,-84.442101,2614
VIRGINIA AVE@ADAMS ST,33.659214,-84.442025,2615
VIRGINIA AVE@JACKSON ST,33.659286,-84.443489,2616
VIRGINIA AVE@JACKSON ST,33.659101,-84.443959,2617
VIRGINIA AVE@LEE ST,33.659264,-84.444969,2618
VIRGINIA AVE@LEE ST,33.659193,-84.445032,2619
MAIN ST @ HAWTHORNE AVE,33.655978,-84.448917,2620
WASHINGTON RD @ STONE RD,33.667007,-84.465493,2621
WASHINGTON RD @ STONE RD,33.667244,-84.465201,2622
PRINCETON AVE @ MAIN ST,33.654551,-84.449444,2623
PRINCETON AVE@COLLEGE ST,33.654567,-84.451735,2624
PRINCETON DR@PRINCETON AVE,33.65509,-84.45404,2625
PRINCETON DR@FREEMAN CT,33.656167,-84.455924,2626
ATLANTA ST@PRINCETON DR,33.656746,-84.456397,2627
ATLANTA ST@CANNON CT,33.657758,-84.455703,2628
VIRGINIA AVE @ ATLANTA ST,33.659952,-84.455414,2629
VIRGINIA AVE@CONLEY ST,33.65994,-84.454,2630
MAIN ST @ HOWELL SLADE CIR,33.660516,-84.44738,2631
MAIN ST @ W RUGBY AVE,33.662325,-84.446666,2632
MAIN ST @ MERCER AVE,33.664949,-84.445693,2633
MAIN ST @ VESTA AVE,33.66769,-84.44468,2634
WILLINGHAM DR @ ELM ST,33.668235,-84.437175,2635
WILLINGHAM DR @ HARRISON RD,33.667363,-84.434485,2636
WILLINGHAM DR @ HARRISON RD,33.667462,-84.434325,2637
WILLINGHAM DR @ CHERRY ST,33.668365,-84.437127,2638
W POINT AVE @ BEST RD,33.639587,-84.457077,2639
ROOSEVELT HWY @ GATEWAY BLVD,33.64353,-84.45374,2640
ROOSEVELT HWY @ CONLEY ST,33.644912,-84.451563,2641
ROOSEVELT HWY @ HOSPITALITY WAY,33.640531,-84.457472,2642
ROOSEVELT HWY @ GATEWAY BLVD,33.642828,-84.454247,2643
ROOSEVELT HWY @ LESLEY DR,33.640503,-84.457099,2644
COLLEGE PARK STATION - SOUTH LOOP,33.651267,-84.448559,2645
COLLEGE PARK STATION - NORTH LOOP,33.651937,-84.448465,2646
HUTCHENS RD@FORREST PARK RD,33.665885,-84.355488,2647
FORREST PARK RD SE@PINE FOREST DR,33.658974,-84.355572,2648
FORREST PARK RD SE@EISENHOWER RD SE,33.656408,-84.355742,2649
FORREST PARK RD SE @ OAKSHIRE WAY SE,33.655317,-84.355797,2650
FORREST PARK RD SE@FOREST VALLEY DR,33.651864,-84.357542,2651
CONLEY RD SE@900,33.650192,-84.359505,2652
CONLEY RD SE @ JONESBORO RD SE,33.648628,-84.364136,2653
FORREST PARK RD@CONLEY RD,33.650122,-84.358204,2654
RIVER RD@WABASH LN,33.66289,-84.246096,2655
RIVER RD @ RIVER MILL LN,33.66198,-84.24609,2656
CLEVEMONT RD @ CLEVEMONT WAY,33.652356,-84.253681,2657
RIVER RD @ RIVERVIEW CLUB DR,33.666336,-84.245115,2658
RIVER RD@RIVERVIEW CLUB DR,33.666419,-84.245229,2659
RIVER RD @ 3796,33.665354,-84.245484,2660
RIVER RD@3796,33.665047,-84.245442,2661
CLEVEMONT RD @ LINEVIEW DR,33.653853,-84.253564,2662
BULL RUN DR@LLOYD RD,33.702856,-84.284867,2663
BULL RUN DR@COHASSETT LN,33.702915,-84.282299,2664
NORGATE LN@BULL RUN DR,33.703147,-84.280734,2665
FLAT SHOALS RD @ NORGATE LN,33.705439,-84.280863,2666
ROOSEVELT HWY@BEN HILL RD,33.621453,-84.505961,2667
ROOSEVELT HWY@DELANO RD,33.618526,-84.511246,2668
ROOSEVELT HWY@FELDWOOD RD,33.614059,-84.517288,2669
ROOSEVELT HWY@FELDWOOD RD,33.61269,-84.52012,2670
ROOSEVELT HWY@WELCOME ALL RD SW,33.611118,-84.523328,2671
ROOSEVELT HWY@BEN HILL RD,33.621402,-84.505571,2672
ROOSEVELT HWY@DELANO RD,33.618226,-84.510975,2673
ROOSEVELT HWY@DELANO RD,33.61382,-84.517232,2674
ROOSEVELT HWY@FELDWOOD RD,33.612418,-84.520195,2675
ROOSEVELT HWY@WELCOME ALL RD,33.610588,-84.523796,2676
WASHINGTON RD@CARMEL DR,33.639231,-84.491564,2677
WASHINGTON RD @ N COMMERCE DR,33.633703,-84.492322,2678
WASHINGTON RD @ 4555,33.630875,-84.492203,2679
WASHINGTON RD @ HATHCOCK RD,33.627314,-84.491994,2680
WASHINGTON RD@SPRING ST,33.624981,-84.492186,2681
WASHINGTON RD @ ROOSEVELT HWY,33.623397,-84.492189,2682
ROOSEVELT HWY @ 3199,33.62267,-84.494208,2683
ROOSEVELT HWY @ MILLER RD,33.622361,-84.497492,2684
ROOSEVELT HWY @ 3199,33.622563,-84.494608,2685
WASHINGTON RD @ ROOSEVELT HWY,33.623367,-84.492067,2686
WASHINGTON RD @ SPRING ST,33.625153,-84.492058,2687
WASHINGTON RD @ 4510,33.631722,-84.492217,2688
WASHINGTON RD @ N COMMERCE DR,33.633033,-84.492233,2689
SULLIVAN RD @ OLD NATIONAL HWY,33.624496,-84.473335,2690
SULLIVAN RD @ EDISON DR,33.624393,-84.466248,2691
SULLIVAN RD @ 2301,33.624374,-84.463463,2692
SULLIVAN RD @ EMBARCADERO LN,33.624371,-84.460197,2693
BEST RD @ SULLIVAN RD,33.625137,-84.458008,2694
BEST RD@RIVERDALE RD,33.62841,-84.457863,2695
BEST RD @ 4555,33.631785,-84.457961,2696
BEST RD @ 4555,33.631946,-84.458092,2697
BEST RD @ T OWEN SMITH BLVD,33.628343,-84.458109,2698
BEST RD @ 4736,33.627183,-84.458084,2699
SULLIVAN RD @ 2301,33.624767,-84.463326,2700
SULLIVAN RD @ EDISON DR,33.624805,-84.465591,2701
OLD NATIONAL HWY @ SULLIVAN RD,33.623454,-84.474422,2702
OLD NATIONAL HWY @ GODBY RD,33.615688,-84.47278,2703
OLD NATIONAL HWY @ OLD BILL COOK RD,33.613701,-84.472704,2704
OLD NATIONAL HWY @ JOLLY RD,33.61206,-84.472065,2705
OLD NATIONAL HWY @ JOLLY RD,33.611821,-84.471807,2706
OLD NATIONAL HWY @ 5234,33.612835,-84.472107,2707
OLD NATIONAL HWY @ GODBY RD,33.615986,-84.472641,2708
GODBY RD @ OLD NATIONAL HWY,33.616274,-84.471264,2709
GODBY RD @ OLD NATIONAL PKY,33.616257,-84.468603,2710
GODBY RD @ SCOFIELD RD,33.616211,-84.46271,2711
SCOFIELD RD @ ORLY TER,33.61232,-84.463531,2712
ROOSEVELT HWY @ WICKERSHAM DR,33.637161,-84.461629,2713
ROOSEVELT HWY @ GLOBAL GATEWAY CONN,33.631315,-84.468945,2714
ROOSEVELT HWY @ HERSCHEL RD,33.62858,-84.472337,2715
ROOSEVELT HWY @ GREENSPRING RD,33.625684,-84.475924,2716
ROOSEVELT HWY @ JANICE DR,33.624041,-84.479676,2717
ROOSEVELT HWY @ KENT RD,33.623904,-84.481098,2718
ROOSEVELT HWY @ WHITE CITY RD,33.623694,-84.484082,2719
ROOSEVELT HWY @ YATES RD,33.623413,-84.487001,2720
ROOSEVELT HWY @ WASHINGTON RD,33.622978,-84.491737,2721
ROOSEVELT HWY @ BUFFINGTON RD,33.62203,-84.501747,2722
OLD NATIONAL HWY @ SULLIVAN RD,33.623512,-84.474121,2723
BEST RD @ SULLIVAN RD,33.625154,-84.45827,2724
SULLIVAN RD@SOUTHPORT RD,33.624775,-84.461639,2725
SULLIVAN RD @ EMBARCADERO LN,33.624692,-84.460357,2726
ROOSEVELT HWY @ WICKERSHAM DR,33.636682,-84.461879,2727
ROOSEVELT HWY @ GLOBAL GATEWAY CONN,33.631824,-84.467961,2728
ROOSEVELT HWY @ 2511,33.629673,-84.470613,2729
ROOSEVELT HWY @ GREENSPRING RD,33.626383,-84.474927,2730
ROOSEVELT HWY@JANICE DR,33.623896,-84.479754,2731
ROOSEVELT HWY@KENT RD,33.623719,-84.481216,2732
ROOSEVELT HWY @ WHITE CITY RD,33.623458,-84.4842,2733
ROOSEVELT HWY @ ROCK HILL RD,33.623279,-84.486669,2734
ROOSEVELT HWY @ WASHINGTON RD,33.622708,-84.492272,2735
ROOSEVELT HWY @ CAMPBELL DR,33.622183,-84.498728,2736
ROOSEVELT HWY@BUFFINGTON RD,33.621731,-84.501629,2737
SULLIVAN RD @ 2411,33.624848,-84.469834,2738
SULLIVAN RD@2411,33.62452,-84.469816,2739
SCOFIELD RD @ ROCHELLE WAY,33.61387,-84.463449,2740
WASHINGTON RD @ HATHCOCK RD,33.627047,-84.491889,2741
ROOSEVELT HWY @ 2601,33.626628,-84.474857,2742
SULLIVAN RD@2511,33.624468,-84.471707,2743
ROOSEVELT HWY @ 2511,33.629782,-84.470852,2744
BEST RD @ 4601,33.630379,-84.45797,2745
BEST RD @ 4601,33.630048,-84.45811,2746
BUFFINGTON RD @ NATURALLY FRESH BLVD,33.612303,-84.500219,2747
BUFFINGTON RD @ NATURALLY FRESH BLVD,33.612439,-84.500125,2748
WASHINGTON RD @ 4626,33.630067,-84.491947,2749
ROOSEVELT HWY @ MASON RD,33.600811,-84.544178,2750
ROOSEVELT HWY @ HIGHPOINT RD,33.594247,-84.549617,2751
ROOSEVELT HWY@6157,33.587319,-84.548837,2752
ROOSEVELT HWY @ TURNER DR,33.585205,-84.549124,2753
ROOSEVELT HWY @ BRYANT ST,33.580955,-84.552453,2754
CAMP DR @ STONEWALL TELL RD,33.60012,-84.54931,2755
ROOSEVELT HWY @ MASON RD,33.600551,-84.544448,2756
ROOSEVELT HWY@HIGHPOINT RD,33.594059,-84.549464,2757
STONEWALL TELL RD @ ROOSEVELT HWY,33.598457,-84.548685,2758
ROOSEVELT HWY@VIRGINIA AVE,33.590389,-84.548677,2759
